Date,Nifty
19-Jul-10,5386.45
20-Jul-10,5368
21-Jul-10,5399.35
22-Jul-10,5441.95
23-Jul-10,5449.1
26-Jul-10,5418.6
27-Jul-10,5430.6
28-Jul-10,5397.55
29-Jul-10,5408.9
30-Jul-10,5367.6
02-Aug-10,5431.65
03-Aug-10,5439.55
04-Aug-10,5467.85
05-Aug-10,5447.1
06-Aug-10,5439.25
09-Aug-10,5486.15
10-Aug-10,5460.7
11-Aug-10,5420.6
12-Aug-10,5416.45
13-Aug-10,5452.1
16-Aug-10,5418.3
17-Aug-10,5414.15
18-Aug-10,5479.15
19-Aug-10,5540.2
20-Aug-10,5530.65
23-Aug-10,5543.5
24-Aug-10,5505.1
25-Aug-10,5462.35
26-Aug-10,5477.9
27-Aug-10,5408.7
30-Aug-10,5415.45
31-Aug-10,5402.4
01-Sep-10,5471.85
02-Sep-10,5486.15
03-Sep-10,5479.4
06-Sep-10,5576.95
07-Sep-10,5604
08-Sep-10,5607.85
09-Sep-10,5640.05
13-Sep-10,5760
14-Sep-10,5795.55
15-Sep-10,5860.95
16-Sep-10,5828.7
17-Sep-10,5884.95
20-Sep-10,5980.45
21-Sep-10,6009.05
22-Sep-10,5991
23-Sep-10,5959.55
24-Sep-10,6018.3
27-Sep-10,6035.65
28-Sep-10,6029.5
29-Sep-10,5991.3
30-Sep-10,6029.95
01-Oct-10,6143.4
04-Oct-10,6159.45
05-Oct-10,6145.8
06-Oct-10,6186.45
07-Oct-10,6120.3
08-Oct-10,6103.45
11-Oct-10,6135.85
12-Oct-10,6090.9
13-Oct-10,6233.9
14-Oct-10,6177.35
15-Oct-10,6062.65
18-Oct-10,6075.95
19-Oct-10,6027.3
20-Oct-10,5982.1
21-Oct-10,6101.5
22-Oct-10,6066.05
25-Oct-10,6105.8
26-Oct-10,6082
27-Oct-10,6012.65
28-Oct-10,5987.7
29-Oct-10,6017.7
01-Nov-10,6117.55
02-Nov-10,6119
03-Nov-10,6160.5
04-Nov-10,6281.8
05-Nov-10,6312.45
08-Nov-10,6273.2
09-Nov-10,6301.55
10-Nov-10,6275.7
11-Nov-10,6194.25
12-Nov-10,6071.65
15-Nov-10,6121.6
16-Nov-10,5988.7
18-Nov-10,5998.8
19-Nov-10,5890.3
22-Nov-10,6010
23-Nov-10,5934.75
24-Nov-10,5865.75
25-Nov-10,5799.75
26-Nov-10,5751.95
29-Nov-10,5830
30-Nov-10,5862.7
01-Dec-10,5960.9
02-Dec-10,6011.7
03-Dec-10,5992.8
06-Dec-10,5992.25
07-Dec-10,5976.55
08-Dec-10,5903.7
09-Dec-10,5766.5
10-Dec-10,5857.35
13-Dec-10,5907.65
14-Dec-10,5944.1
15-Dec-10,5892.3
16-Dec-10,5948.75
20-Dec-10,5947.05
21-Dec-10,6000.65
22-Dec-10,5984.4
23-Dec-10,5980
24-Dec-10,6011.6
27-Dec-10,5998.1
28-Dec-10,5996
29-Dec-10,6060.35
30-Dec-10,6101.85
31-Dec-10,6134.5
03-Jan-11,6157.6
04-Jan-11,6146.35
05-Jan-11,6079.8
06-Jan-11,6048.25
07-Jan-11,5904.6
10-Jan-11,5762.85
11-Jan-11,5754.1
12-Jan-11,5863.25
13-Jan-11,5751.9
14-Jan-11,5654.55
17-Jan-11,5654.75
18-Jan-11,5724.05
19-Jan-11,5691.05
20-Jan-11,5711.6
21-Jan-11,5696.5
24-Jan-11,5743.25
25-Jan-11,5687.4
27-Jan-11,5604.3
28-Jan-11,5512.15
31-Jan-11,5505.9
01-Feb-11,5417.2
02-Feb-11,5432
03-Feb-11,5526.75
04-Feb-11,5395.75
07-Feb-11,5396
08-Feb-11,5312.55
09-Feb-11,5253.55
10-Feb-11,5225.8
11-Feb-11,5310
14-Feb-11,5456
15-Feb-11,5481
16-Feb-11,5481.7
17-Feb-11,5546.45
18-Feb-11,5458.95
21-Feb-11,5518.6
22-Feb-11,5469.2
23-Feb-11,5437.35
24-Feb-11,5262.7
25-Feb-11,5303.55
28-Feb-11,5333.25
01-Mar-11,5522.3
03-Mar-11,5536.2
04-Mar-11,5538.75
07-Mar-11,5463.15
08-Mar-11,5520.8
09-Mar-11,5531
10-Mar-11,5494.4
11-Mar-11,5445.45
14-Mar-11,5531.5
15-Mar-11,5449.65
16-Mar-11,5511.15
17-Mar-11,5446.65
18-Mar-11,5373.7
21-Mar-11,5364.75
22-Mar-11,5413.85
23-Mar-11,5480.25
24-Mar-11,5522.4
25-Mar-11,5654.25
28-Mar-11,5687.25
29-Mar-11,5736.35
30-Mar-11,5787.65
31-Mar-11,5833.75
01-Apr-11,5826.05
04-Apr-11,5908.45
05-Apr-11,5910.05
06-Apr-11,5891.75
07-Apr-11,5885.7
08-Apr-11,5842
11-Apr-11,5785.7
13-Apr-11,5911.5
15-Apr-11,5824.55
18-Apr-11,5729.1
19-Apr-11,5740.75
20-Apr-11,5851.65
21-Apr-11,5884.7
25-Apr-11,5874.5
26-Apr-11,5868.4
27-Apr-11,5833.9
28-Apr-11,5785.45
29-Apr-11,5749.5
02-May-11,5701.3
03-May-11,5565.25
04-May-11,5537.15
05-May-11,5459.85
06-May-11,5551.45
09-May-11,5551.1
10-May-11,5541.25
11-May-11,5565.05
12-May-11,5486.15
13-May-11,5544.75
16-May-11,5499
17-May-11,5438.95
18-May-11,5420.6
19-May-11,5428.1
20-May-11,5486.35
23-May-11,5386.55
24-May-11,5394.85
25-May-11,5348.95
26-May-11,5412.35
27-May-11,5476.1
30-May-11,5473.1
31-May-11,5560.15
01-Jun-11,5592
02-Jun-11,5550.35
03-Jun-11,5516.75
06-Jun-11,5532.05
07-Jun-11,5556.15
08-Jun-11,5526.85
09-Jun-11,5521.05
10-Jun-11,5485.8
13-Jun-11,5482.8
14-Jun-11,5500.5
15-Jun-11,5447.5
16-Jun-11,5396.75
17-Jun-11,5366.4
20-Jun-11,5257.9
21-Jun-11,5275.85
22-Jun-11,5278.3
23-Jun-11,5320
24-Jun-11,5471.25
27-Jun-11,5526.6
28-Jun-11,5545.3
29-Jun-11,5600.45
30-Jun-11,5647.4
01-Jul-11,5627.2
04-Jul-11,5650.5
05-Jul-11,5632.1
06-Jul-11,5625.45
07-Jul-11,5728.95
08-Jul-11,5660.65
11-Jul-11,5616.1
12-Jul-11,5526.15
13-Jul-11,5585.45
14-Jul-11,5599.8
15-Jul-11,5581.1
18-Jul-11,5567.05
19-Jul-11,5613.55
20-Jul-11,5567.05
21-Jul-11,5541.6
22-Jul-11,5633.95
25-Jul-11,5680.3
26-Jul-11,5574.85
27-Jul-11,5546.8
28-Jul-11,5487.75
29-Jul-11,5482
01-Aug-11,5516.8
02-Aug-11,5456.55
03-Aug-11,5404.8
04-Aug-11,5331.8
05-Aug-11,5211.25
08-Aug-11,5118.5
09-Aug-11,5072.85
10-Aug-11,5161
11-Aug-11,5138.3
12-Aug-11,5072.95
16-Aug-11,5035.8
17-Aug-11,5056.6
18-Aug-11,4944.15
19-Aug-11,4845.65
22-Aug-11,4898.8
23-Aug-11,4948.9
24-Aug-11,4888.9
25-Aug-11,4839.6
26-Aug-11,4747.8
29-Aug-11,4919.6
30-Aug-11,5001
02-Sep-11,5040
05-Sep-11,5017.2
06-Sep-11,5064.3
07-Sep-11,5124.65
08-Sep-11,5153.25
09-Sep-11,5059.45
12-Sep-11,4946.8
13-Sep-11,4940.95
14-Sep-11,5012.55
15-Sep-11,5075.7
16-Sep-11,5084.25
19-Sep-11,5031.95
20-Sep-11,5140.2
21-Sep-11,5133.25
22-Sep-11,4923.65
23-Sep-11,4867.75
26-Sep-11,4835.4
27-Sep-11,4971.25
28-Sep-11,4945.9
29-Sep-11,5015.45
30-Sep-11,4943.25
03-Oct-11,4849.5
04-Oct-11,4772.15
05-Oct-11,4751.3
07-Oct-11,4888.05
10-Oct-11,4979.6
11-Oct-11,4974.35
12-Oct-11,5099.4
13-Oct-11,5077.85
14-Oct-11,5132.3
17-Oct-11,5118.25
18-Oct-11,5037.5
19-Oct-11,5139.15
20-Oct-11,5091.9
21-Oct-11,5049.95
24-Oct-11,5098.35
25-Oct-11,5191.6
26-Oct-11,5201.8
28-Oct-11,5360.7
31-Oct-11,5326.6
01-Nov-11,5257.95
02-Nov-11,5258.45
03-Nov-11,5265.75
04-Nov-11,5284.2
08-Nov-11,5289.35
09-Nov-11,5221.05
11-Nov-11,5168.85
14-Nov-11,5148.35
15-Nov-11,5068.5
16-Nov-11,5030.45
17-Nov-11,4934.75
18-Nov-11,4905.8
21-Nov-11,4778.35
22-Nov-11,4812.35
23-Nov-11,4706.45
24-Nov-11,4756.45
25-Nov-11,4710.05
28-Nov-11,4851.3
29-Nov-11,4805.1
30-Nov-11,4832.05
01-Dec-11,4936.85
02-Dec-11,5050.15
05-Dec-11,5039.15
07-Dec-11,5062.6
08-Dec-11,4943.65
09-Dec-11,4866.7
12-Dec-11,4764.6
13-Dec-11,4800.6
14-Dec-11,4763.25
15-Dec-11,4746.35
16-Dec-11,4651.6
19-Dec-11,4613.1
20-Dec-11,4544.2
21-Dec-11,4693.15
22-Dec-11,4733.85
23-Dec-11,4714
26-Dec-11,4779
27-Dec-11,4750.5
28-Dec-11,4705.8
29-Dec-11,4646.25
30-Dec-11,4624.3
02-Jan-12,4636.75
03-Jan-12,4765.3
04-Jan-12,4749.65
05-Jan-12,4749.95
06-Jan-12,4754.1
07-Jan-12,4746.9
09-Jan-12,4742.8
10-Jan-12,4849.55
11-Jan-12,4860.95
12-Jan-12,4831.25
13-Jan-12,4866
16-Jan-12,4873.9
17-Jan-12,4967.3
18-Jan-12,4955.8
19-Jan-12,5018.4
20-Jan-12,5048.6
23-Jan-12,5046.25
24-Jan-12,5127.35
25-Jan-12,5158.3
27-Jan-12,5204.7
30-Jan-12,5087.3
31-Jan-12,5199.25
01-Feb-12,5235.7
02-Feb-12,5269.9
03-Feb-12,5325.85
06-Feb-12,5361.65
07-Feb-12,5335.15
08-Feb-12,5368.15
09-Feb-12,5412.35
10-Feb-12,5381.6
13-Feb-12,5390.2
14-Feb-12,5416.05
15-Feb-12,5531.95
16-Feb-12,5521.95
17-Feb-12,5564.3
21-Feb-12,5607.15
22-Feb-12,5505.35
23-Feb-12,5483.3
24-Feb-12,5429.3
27-Feb-12,5281.2
28-Feb-12,5375.5
29-Feb-12,5385.2
01-Mar-12,5339.75
02-Mar-12,5359.35
03-Mar-12,5359.4
05-Mar-12,5280.35
06-Mar-12,5222.4
07-Mar-12,5220.45
09-Mar-12,5333.55
12-Mar-12,5359.55
13-Mar-12,5429.5
14-Mar-12,5463.9
15-Mar-12,5380.5
16-Mar-12,5317.9
19-Mar-12,5257.05
20-Mar-12,5274.85
21-Mar-12,5364.95
22-Mar-12,5228.45
23-Mar-12,5278.2
26-Mar-12,5184.25
27-Mar-12,5243.15
28-Mar-12,5194.75
29-Mar-12,5178.85
30-Mar-12,5295.55
02-Apr-12,5317.9
03-Apr-12,5358.5
04-Apr-12,5322.9
09-Apr-12,5234.4
10-Apr-12,5243.6
11-Apr-12,5226.85
12-Apr-12,5276.85
13-Apr-12,5207.45
16-Apr-12,5226.2
17-Apr-12,5289.7
18-Apr-12,5300
19-Apr-12,5332.4
20-Apr-12,5290.85
23-Apr-12,5200.6
24-Apr-12,5222.65
25-Apr-12,5202
26-Apr-12,5189
27-Apr-12,5190.6
28-Apr-12,5209
30-Apr-12,5248.15
02-May-12,5239.15
03-May-12,5188.4
04-May-12,5086.85
07-May-12,5114.15
08-May-12,4999.95
09-May-12,4974.8
10-May-12,4965.7
11-May-12,4928.9
14-May-12,4907.8
15-May-12,4942.8
16-May-12,4858.25
17-May-12,4870.2
18-May-12,4891.45
21-May-12,4906.05
22-May-12,4860.5
23-May-12,4835.65
24-May-12,4921.4
25-May-12,4920.4
28-May-12,4985.65
29-May-12,4990.1
30-May-12,4950.75
31-May-12,4924.25
01-Jun-12,4841.6
04-Jun-12,4848.15
05-Jun-12,4863.3
06-Jun-12,4997.1
07-Jun-12,5049.65
08-Jun-12,5068.35
11-Jun-12,5054.1
12-Jun-12,5115.9
13-Jun-12,5121.45
14-Jun-12,5054.75
15-Jun-12,5139.05
18-Jun-12,5064.25
19-Jun-12,5103.85
20-Jun-12,5120.55
21-Jun-12,5165
22-Jun-12,5146.05
25-Jun-12,5114.65
26-Jun-12,5120.8
27-Jun-12,5141.9
28-Jun-12,5149.15
29-Jun-12,5278.9
02-Jul-12,5278.6
03-Jul-12,5287.95
04-Jul-12,5302.55
05-Jul-12,5327.3
06-Jul-12,5316.95
09-Jul-12,5275.15
10-Jul-12,5345.35
11-Jul-12,5306.3
12-Jul-12,5235.25
13-Jul-12,5227.25
16-Jul-12,5197.25
17-Jul-12,5192.85
18-Jul-12,5216.3
19-Jul-12,5242.7
20-Jul-12,5205.1
23-Jul-12,5117.95
24-Jul-12,5128.2
25-Jul-12,5109.6
26-Jul-12,5043
27-Jul-12,5099.85
30-Jul-12,5199.8
31-Jul-12,5229
01-Aug-12,5240.5
02-Aug-12,5227.75
03-Aug-12,5215.7
06-Aug-12,5282.55
07-Aug-12,5336.7
08-Aug-12,5338
09-Aug-12,5322.95
10-Aug-12,5320.4
13-Aug-12,5347.9
14-Aug-12,5380.35
16-Aug-12,5362.95
17-Aug-12,5366.3
21-Aug-12,5421
22-Aug-12,5412.85
23-Aug-12,5415.35
24-Aug-12,5386.7
27-Aug-12,5350.25
28-Aug-12,5334.6
29-Aug-12,5287.8
30-Aug-12,5315.05
31-Aug-12,5258.5
03-Sep-12,5253.75
04-Sep-12,5274
05-Sep-12,5225.7
06-Sep-12,5238.4
07-Sep-12,5342.1
08-Sep-12,5358.7
10-Sep-12,5363.45
11-Sep-12,5390
12-Sep-12,5431
13-Sep-12,5435.35
14-Sep-12,5577.65
17-Sep-12,5610
18-Sep-12,5600.05
20-Sep-12,5554.25
21-Sep-12,5691.15
24-Sep-12,5669.6
25-Sep-12,5673.9
26-Sep-12,5663.45
27-Sep-12,5649.5
28-Sep-12,5703.3
01-Oct-12,5718.8
03-Oct-12,5731.25
04-Oct-12,5787.6
05-Oct-12,5746.95
08-Oct-12,5676
09-Oct-12,5704.6
10-Oct-12,5652.15
11-Oct-12,5708.05
12-Oct-12,5676.05
15-Oct-12,5687.25
16-Oct-12,5648
17-Oct-12,5660.25
18-Oct-12,5718.7
19-Oct-12,5684.25
22-Oct-12,5717.15
23-Oct-12,5691.4
25-Oct-12,5705.3
26-Oct-12,5664.3
29-Oct-12,5665.6
30-Oct-12,5597.9
31-Oct-12,5619.7
01-Nov-12,5645.05
02-Nov-12,5697.7
05-Nov-12,5704.2
06-Nov-12,5724.4
07-Nov-12,5760.1
08-Nov-12,5738.75
09-Nov-12,5686.25
12-Nov-12,5683.7
13-Nov-12,5666.95
15-Nov-12,5631
16-Nov-12,5574.05
19-Nov-12,5571.4
20-Nov-12,5571.55
21-Nov-12,5614.8
22-Nov-12,5627.75
23-Nov-12,5626.6
26-Nov-12,5635.9
27-Nov-12,5727.45
29-Nov-12,5825
30-Nov-12,5879.85
03-Dec-12,5870.95
04-Dec-12,5889.25
05-Dec-12,5900.5
06-Dec-12,5930.9
07-Dec-12,5907.4
10-Dec-12,5908.9
11-Dec-12,5898.8
12-Dec-12,5888
13-Dec-12,5851.5
14-Dec-12,5879.6
17-Dec-12,5857.9
18-Dec-12,5896.8
19-Dec-12,5929.6
20-Dec-12,5916.4
21-Dec-12,5847.7
24-Dec-12,5855.75
26-Dec-12,5905.6
27-Dec-12,5870.1
28-Dec-12,5908.35
31-Dec-12,5905.1
01-Jan-13,5950.85
02-Jan-13,5993.25
03-Jan-13,6009.5
04-Jan-13,6016.15
07-Jan-13,5988.4
08-Jan-13,6001.7
09-Jan-13,5971.5
10-Jan-13,5968.65
11-Jan-13,5951.3
14-Jan-13,6024.05
15-Jan-13,6056.6
16-Jan-13,6001.85
17-Jan-13,6039.2
18-Jan-13,6064.4
21-Jan-13,6082.3
22-Jan-13,6048.5
23-Jan-13,6054.3
24-Jan-13,6019.35
25-Jan-13,6074.65
28-Jan-13,6074.8
29-Jan-13,6049.9
30-Jan-13,6055.75
31-Jan-13,6034.75
01-Feb-13,5998.9
04-Feb-13,5987.25
05-Feb-13,5956.9
06-Feb-13,5959.2
07-Feb-13,5938.8
08-Feb-13,5903.5
11-Feb-13,5897.85
12-Feb-13,5922.5
13-Feb-13,5932.95
14-Feb-13,5896.95
15-Feb-13,5887.4
18-Feb-13,5898.2
19-Feb-13,5939.7
20-Feb-13,5943.05
21-Feb-13,5852.25
22-Feb-13,5850.3
25-Feb-13,5854.75
26-Feb-13,5761.35
27-Feb-13,5796.9
28-Feb-13,5693.05
01-Mar-13,5719.7
04-Mar-13,5698.5
05-Mar-13,5784.25
06-Mar-13,5818.6
07-Mar-13,5863.3
08-Mar-13,5945.7
11-Mar-13,5942.35
12-Mar-13,5914.1
13-Mar-13,5851.2
14-Mar-13,5908.95
15-Mar-13,5872.6
18-Mar-13,5835.25
19-Mar-13,5745.95
20-Mar-13,5694.4
21-Mar-13,5658.75
22-Mar-13,5651.35
25-Mar-13,5633.85
26-Mar-13,5641.6
28-Mar-13,5682.55
01-Apr-13,5704.4
02-Apr-13,5748.1
03-Apr-13,5672.9
04-Apr-13,5574.75
05-Apr-13,5553.25
08-Apr-13,5542.95
09-Apr-13,5495.1
10-Apr-13,5558.7
11-Apr-13,5594
12-Apr-13,5528.55
15-Apr-13,5568.4
16-Apr-13,5688.95
17-Apr-13,5688.7
18-Apr-13,5783.1
22-Apr-13,5834.4
23-Apr-13,5836.9
25-Apr-13,5916.3
26-Apr-13,5871.45
29-Apr-13,5904.1
30-Apr-13,5930.2
02-May-13,5999.35
03-May-13,5944
06-May-13,5971.05
07-May-13,6043.55
08-May-13,6069.3
09-May-13,6050.15
10-May-13,6094.75
11-May-13,6107.25
13-May-13,5980.45
14-May-13,5995.4
15-May-13,6146.75
16-May-13,6169.9
17-May-13,6187.3
20-May-13,6156.9
21-May-13,6114.1
22-May-13,6094.5
23-May-13,5967.05
24-May-13,5983.55
27-May-13,6083.15
28-May-13,6111.25
29-May-13,6104.3
30-May-13,6124.05
31-May-13,5985.95
03-Jun-13,5939.3
04-Jun-13,5919.45
05-Jun-13,5923.85
06-Jun-13,5921.4
07-Jun-13,5881
10-Jun-13,5878
11-Jun-13,5788.8
12-Jun-13,5760.2
13-Jun-13,5699.1
14-Jun-13,5808.4
17-Jun-13,5850.05
18-Jun-13,5813.6
19-Jun-13,5822.25
20-Jun-13,5655.9
21-Jun-13,5667.65
24-Jun-13,5590.25
25-Jun-13,5609.1
26-Jun-13,5588.7
27-Jun-13,5682.35
28-Jun-13,5842.2
01-Jul-13,5898.85
02-Jul-13,5857.55
03-Jul-13,5770.9
04-Jul-13,5836.95
05-Jul-13,5867.9
08-Jul-13,5811.55
09-Jul-13,5859
10-Jul-13,5816.7
11-Jul-13,5935.1
12-Jul-13,6009
15-Jul-13,6030.8
16-Jul-13,5955.25
17-Jul-13,5973.3
18-Jul-13,6038.05
19-Jul-13,6029.2
22-Jul-13,6031.8
23-Jul-13,6077.8
24-Jul-13,5990.5
25-Jul-13,5907.5
26-Jul-13,5886.2
29-Jul-13,5831.65
30-Jul-13,5755.05
31-Jul-13,5742
01-Aug-13,5727.85
02-Aug-13,5677.9
05-Aug-13,5685.4
06-Aug-13,5542.25
07-Aug-13,5519.1
08-Aug-13,5565.65
12-Aug-13,5612.4
13-Aug-13,5699.3
14-Aug-13,5742.3
16-Aug-13,5507.85
19-Aug-13,5414.75
20-Aug-13,5401.45
21-Aug-13,5302.55
22-Aug-13,5408.45
23-Aug-13,5471.75
26-Aug-13,5476.5
27-Aug-13,5287.45
28-Aug-13,5285
29-Aug-13,5409.05
30-Aug-13,5471.8
02-Sep-13,5550.75
03-Sep-13,5341.45
04-Sep-13,5448.1
05-Sep-13,5592.95
06-Sep-13,5680.4
10-Sep-13,5896.75
11-Sep-13,5913.15
12-Sep-13,5850.7
13-Sep-13,5850.6
16-Sep-13,5840.55
17-Sep-13,5850.2
18-Sep-13,5899.45
19-Sep-13,6115.55
20-Sep-13,6012.1
23-Sep-13,5889.75
24-Sep-13,5892.45
25-Sep-13,5873.85
26-Sep-13,5882.25
27-Sep-13,5833.2
30-Sep-13,5735.3
01-Oct-13,5780.05
03-Oct-13,5909.7
04-Oct-13,5907.3
07-Oct-13,5906.15
08-Oct-13,5928.4
09-Oct-13,6007.45
10-Oct-13,6020.95
11-Oct-13,6096.2
14-Oct-13,6112.7
15-Oct-13,6089.05
17-Oct-13,6045.85
18-Oct-13,6189.35
21-Oct-13,6204.95
22-Oct-13,6202.8
23-Oct-13,6178.35
24-Oct-13,6164.35
25-Oct-13,6144.9
28-Oct-13,6101.1
29-Oct-13,6220.9
30-Oct-13,6251.7
31-Oct-13,6299.15
01-Nov-13,6307.2
03-Nov-13,6317.35
05-Nov-13,6253.15
06-Nov-13,6215.15
07-Nov-13,6187.25
08-Nov-13,6140.75
11-Nov-13,6078.8
12-Nov-13,6018.05
13-Nov-13,5989.6
14-Nov-13,6056.15
18-Nov-13,6189
19-Nov-13,6203.35
20-Nov-13,6122.9
21-Nov-13,5999.05
22-Nov-13,5995.45
25-Nov-13,6115.35
26-Nov-13,6059.1
27-Nov-13,6057.1
28-Nov-13,6091.85
29-Nov-13,6176.1
02-Dec-13,6217.85
03-Dec-13,6201.85
04-Dec-13,6160.95
05-Dec-13,6241.1
06-Dec-13,6259.9
09-Dec-13,6363.9
10-Dec-13,6332.85
11-Dec-13,6307.9
12-Dec-13,6237.05
13-Dec-13,6168.4
16-Dec-13,6154.7
17-Dec-13,6139.05
18-Dec-13,6217.15
19-Dec-13,6166.65
20-Dec-13,6274.25
23-Dec-13,6284.5
24-Dec-13,6268.4
26-Dec-13,6278.9
27-Dec-13,6313.8
30-Dec-13,6291.1
31-Dec-13,6304
01-Jan-14,6301.65
02-Jan-14,6221.15
03-Jan-14,6211.15
06-Jan-14,6191.45
07-Jan-14,6162.25
08-Jan-14,6174.6
09-Jan-14,6168.35
10-Jan-14,6171.45
13-Jan-14,6272.75
14-Jan-14,6241.85
15-Jan-14,6320.9
16-Jan-14,6318.9
17-Jan-14,6261.65
20-Jan-14,6303.95
21-Jan-14,6313.8
22-Jan-14,6338.95
23-Jan-14,6345.65
24-Jan-14,6266.75
27-Jan-14,6135.85
28-Jan-14,6126.25
29-Jan-14,6120.25
30-Jan-14,6073.7
31-Jan-14,6089.5
03-Feb-14,6001.8
04-Feb-14,6000.9
05-Feb-14,6022.4
06-Feb-14,6036.3
07-Feb-14,6063.2
10-Feb-14,6053.45
11-Feb-14,6062.7
12-Feb-14,6084
13-Feb-14,6001.1
14-Feb-14,6048.35
17-Feb-14,6073.3
18-Feb-14,6127.1
19-Feb-14,6152.75
20-Feb-14,6091.45
21-Feb-14,6155.45
24-Feb-14,6186.1
25-Feb-14,6200.05
26-Feb-14,6238.8
28-Feb-14,6276.95
03-Mar-14,6221.45
04-Mar-14,6297.95
05-Mar-14,6328.65
06-Mar-14,6401.15
07-Mar-14,6526.65
10-Mar-14,6537.25
11-Mar-14,6511.9
12-Mar-14,6516.9
13-Mar-14,6493.1
14-Mar-14,6504.2
18-Mar-14,6516.65
19-Mar-14,6524.05
20-Mar-14,6483.1
21-Mar-14,6493.2
22-Mar-14,6494.9
24-Mar-14,6583.5
25-Mar-14,6589.75
26-Mar-14,6601.4
27-Mar-14,6641.75
28-Mar-14,6695.9
31-Mar-14,6704.2
01-Apr-14,6721.05
02-Apr-14,6752.55
03-Apr-14,6736.1
04-Apr-14,6694.35
07-Apr-14,6695.05
09-Apr-14,6796.2
10-Apr-14,6796.4
11-Apr-14,6776.3
15-Apr-14,6733.1
16-Apr-14,6675.3
17-Apr-14,6779.4
21-Apr-14,6817.65
22-Apr-14,6815.35
23-Apr-14,6840.8
25-Apr-14,6782.75
28-Apr-14,6761.25
29-Apr-14,6715.25
30-Apr-14,6696.4
02-May-14,6694.8
05-May-14,6699.35
06-May-14,6715.3
07-May-14,6652.55
08-May-14,6659.85
09-May-14,6858.8
12-May-14,7014.25
13-May-14,7108.75
14-May-14,7108.75
15-May-14,7123.15
16-May-14,7203
19-May-14,7263.55
20-May-14,7275.5
21-May-14,7252.9
22-May-14,7276.4
23-May-14,7367.1
26-May-14,7359.05
27-May-14,7318
28-May-14,7329.65
29-May-14,7235.65
30-May-14,7229.95
02-Jun-14,7362.5
03-Jun-14,7415.85
04-Jun-14,7402.25
05-Jun-14,7474.1
06-Jun-14,7583.4
09-Jun-14,7654.6
10-Jun-14,7656.4
11-Jun-14,7626.85
12-Jun-14,7649.9
13-Jun-14,7542.1
16-Jun-14,7533.55
17-Jun-14,7631.7
18-Jun-14,7558.2
19-Jun-14,7540.7
20-Jun-14,7511.45
23-Jun-14,7493.35
24-Jun-14,7580.2
25-Jun-14,7569.25
26-Jun-14,7493.2
27-Jun-14,7508.8
30-Jun-14,7611.35
01-Jul-14,7634.7
02-Jul-14,7725.15
03-Jul-14,7714.8
04-Jul-14,7751.6
07-Jul-14,7787.15
08-Jul-14,7623.2
09-Jul-14,7585
10-Jul-14,7567.75
11-Jul-14,7459.6
14-Jul-14,7454.15
15-Jul-14,7526.65
16-Jul-14,7624.4
17-Jul-14,7640.45
18-Jul-14,7663.9
21-Jul-14,7684.2
22-Jul-14,7767.85
23-Jul-14,7795.75
24-Jul-14,7830.6
25-Jul-14,7790.45
28-Jul-14,7748.7
30-Jul-14,7791.4
31-Jul-14,7721.3
01-Aug-14,7602.6
04-Aug-14,7683.65
05-Aug-14,7746.55
06-Aug-14,7672.05
07-Aug-14,7649.25
08-Aug-14,7568.55
11-Aug-14,7625.95
12-Aug-14,7727.05
13-Aug-14,7739.55
14-Aug-14,7791.7
18-Aug-14,7874.25
19-Aug-14,7897.5
20-Aug-14,7875.3
21-Aug-14,7891.1
22-Aug-14,7913.2
25-Aug-14,7906.3
26-Aug-14,7904.75
27-Aug-14,7936.05
28-Aug-14,7954.35
01-Sep-14,8027.7
02-Sep-14,8083.05
03-Sep-14,8114.6
04-Sep-14,8095.95
05-Sep-14,8086.85
08-Sep-14,8173.9
09-Sep-14,8152.95
10-Sep-14,8094.1
11-Sep-14,8085.7
12-Sep-14,8105.5
15-Sep-14,8042
16-Sep-14,7932.9
17-Sep-14,7975.5
18-Sep-14,8114.75
19-Sep-14,8121.45
22-Sep-14,8146.3
23-Sep-14,8017.55
24-Sep-14,8002.4
25-Sep-14,7911.85
26-Sep-14,7968.85
29-Sep-14,7958.9
30-Sep-14,7964.8
01-Oct-14,7945.55
07-Oct-14,7852.4
08-Oct-14,7842.7
09-Oct-14,7960.55
10-Oct-14,7859.95
13-Oct-14,7884.25
14-Oct-14,7864
16-Oct-14,7748.2
17-Oct-14,7779.7
20-Oct-14,7879.4
21-Oct-14,7927.75
22-Oct-14,7995.9
23-Oct-14,8014.55
27-Oct-14,7991.7
28-Oct-14,8027.6
29-Oct-14,8090.45
30-Oct-14,8169.2
31-Oct-14,8322.2
03-Nov-14,8324.15
05-Nov-14,8338.3
07-Nov-14,8337
10-Nov-14,8344.25
11-Nov-14,8362.65
12-Nov-14,8383.3
13-Nov-14,8357.85
14-Nov-14,8389.9
17-Nov-14,8430.75
18-Nov-14,8425.9
19-Nov-14,8382.3
20-Nov-14,8401.9
21-Nov-14,8477.35
24-Nov-14,8530.15
25-Nov-14,8463.1
26-Nov-14,8475.75
27-Nov-14,8494.2
28-Nov-14,8588.25
01-Dec-14,8555.9
02-Dec-14,8524.7
03-Dec-14,8537.65
04-Dec-14,8564.4
05-Dec-14,8538.3
08-Dec-14,8438.25
09-Dec-14,8340.7
10-Dec-14,8355.65
11-Dec-14,8292.9
12-Dec-14,8224.1
15-Dec-14,8219.6
16-Dec-14,8067.6
